sample_id,defense,defense_params,threshold,similarity_after_attack,sim_adv_target,sim_adv_source,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success
vf_bbeaebe04885,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8590072393417358,0.07211129,0.96253771,True,False,False,True
vf_7652d6a8e675,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6399246454238892,-0.10571131,0.92422718,True,False,False,True
vf_f6bada306d92,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6154270172119141,0.25133938,0.87448496,True,False,False,True
vf_53873bf16646,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8801050186157227,0.36268914,0.83487093,True,False,False,True
vf_5a83e8acf964,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5894824266433716,0.12222068,0.85368329,True,False,False,True
vf_05ba8a308d75,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8498008847236633,0.26470083,0.95749336,True,False,False,True
vf_b4ebef03d306,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8384526371955872,0.422149,0.86248326,True,False,False,True
vf_e220046b18ce,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7331441640853882,0.11057566,0.93936014,True,False,False,True
vf_6e30a0127ed0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5401043891906738,0.14107095,0.96782565,True,False,False,True
vf_a979d26e1a66,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.49649930000305176,-0.11812054,0.96153688,True,False,False,True
vf_2bdece140a8f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.750274658203125,0.18498039,0.92743289,True,False,False,True
vf_3ea6819ccdfe,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7013630867004395,0.21491398,0.94974107,True,False,False,True
vf_ec311dd6967c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.784149169921875,0.46978882,0.93361419,True,False,False,True
vf_e7897ae417d0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5835438966751099,0.03416762,0.91521567,True,False,False,True
vf_44fcd2d6e120,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7881532311439514,-0.13292797,0.92164975,True,False,False,True
vf_369a060108c8,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7193537354469299,-0.12944287,0.91430753,True,False,False,True
vf_e4724842b3b3,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7098124027252197,0.31498709,0.9568882,True,False,False,True
vf_018e3df2e135,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7719829082489014,0.10347547,0.88982654,True,False,False,True
vf_7b46e66fb249,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8815578818321228,0.17592478,0.89810824,True,False,False,True
vf_a034b22c4586,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.9023802280426025,0.14514129,0.89182693,True,False,False,True
vf_10244b48ba4d,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.605218231678009,-0.00511407,0.93004107,True,False,False,True
vf_d12e13d84c24,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7672551274299622,0.12768182,0.77574605,True,False,False,True
vf_189241d1fe52,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.49391287565231323,0.05664928,0.95180923,True,False,False,True
vf_5eefde1bcecb,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5443698167800903,0.28798828,0.94161314,True,False,False,True
vf_c563ee357bd2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6882666349411011,0.08675649,0.88672626,True,False,False,True
vf_695ced84ba67,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7980382442474365,-0.01670163,0.94266266,True,False,False,True
vf_fe96e4dc637f,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7848610877990723,0.14318594,0.95794481,True,False,False,True
vf_a067ba70aba2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5357910394668579,0.18860012,0.91740763,True,False,False,True
vf_c99f6339f4b2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.868119478225708,0.23001389,0.92261034,True,False,False,True
vf_8adc8a6b5049,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7448148727416992,-0.10865337,0.91811174,True,False,False,True
vf_f00d3e666fd4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.4822908639907837,0.2005727,0.9596346,True,False,False,True
vf_1c39a9c85e88,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8320155143737793,0.21577805,0.91415584,True,False,False,True
vf_f81d7e10cf7e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7546951770782471,0.271166,0.96483594,True,False,False,True
vf_ed0789be4f11,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6768673658370972,0.38267225,0.93736559,True,False,False,True
vf_ab989c444985,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8292139768600464,0.02417797,0.92307872,True,False,False,True
vf_d78ccb964c5d,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7122171521186829,-0.15012772,0.93639255,True,False,False,True
vf_005a59c31dd2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.5891410112380981,-0.01980356,0.90176851,True,False,False,True
vf_0a3f1a68dcb2,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7795559167861938,0.14096889,0.9341349,True,False,False,True
vf_d5c09a946d99,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7361228466033936,0.54764676,0.95288497,True,True,True,False
vf_df4a6b5a2944,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6139233708381653,-0.16821218,0.91549891,True,False,False,True
vf_55221d8a3d2e,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.617258608341217,0.30171978,0.88443679,True,False,False,True
vf_28b6df51a2aa,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8982691764831543,0.15620242,0.90416276,True,False,False,True
vf_ae41a277e9a0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.627871036529541,0.47568256,0.91214406,True,False,False,True
vf_dbdb717f5df6,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7995048761367798,0.13882788,0.91320354,True,False,False,True
vf_d5f84f559f80,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6865448355674744,0.24797878,0.94216067,True,False,False,True
vf_a732bd6e8c7c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7812981605529785,0.07229601,0.87247872,True,False,False,True
vf_543c2289bc82,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7780252695083618,0.17090014,0.89262766,True,False,False,True
vf_1da9500923a0,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6748948097229004,-0.04178197,0.94380838,True,False,False,True
vf_e22515667bcb,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6806472539901733,0.11913512,0.8996262,True,False,False,True
vf_4a34c041687a,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6621831059455872,0.17698185,0.9440406,True,False,False,True
vf_b6ab7e6f8ead,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6327127814292908,0.19544116,0.92043984,True,False,False,True
vf_a96c278b9663,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.755155086517334,0.02819519,0.9515543,True,False,False,True
vf_a8d0dc97dd40,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.9392414689064026,0.3956044,0.88725555,True,False,False,True
vf_d5f53c32936c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7311093211174011,-0.26316747,0.93232238,True,False,False,True
vf_23dba30d5fa4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.8452464938163757,0.35740721,0.91006559,True,False,False,True
vf_f8cbca7fab7c,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7003173828125,0.25408056,0.78285372,True,False,False,True
vf_aa28d8c1c38b,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.7371639013290405,0.19676779,0.93903023,True,False,False,True
vf_04d0d58268c4,adv_training,"{""epochs"": 5, ""lr"": 1e-05, ""margin"": 0.15}",0.47966246581077576,0.6556742191314697,0.2387262,0.91767299,True,False,False,True
